duration_ms,track.explicit,key,danceability,energy,loudness,acousticness,instrumentalness,liveness,tempo,time_signature,track.popularity,track.album.release_date,track.name,artist.name
200147,FALSE,2,0.402,0.97,-4.538,1.29e-5,2.62e-6,0.189,75.106,4,65,2015-03-27,I Am Machine,Three Days Grace
230227,FALSE,2,0.528,0.687,-5.954,0.144,0,0.251,142.605,4,53,2015-10-30,I’m So Sorry,Imagine Dragons
200480,TRUE,4,0.56,0.892,-3.365,6.24e-4,1.64e-4,0.177,90.615,4,13,2010-01-01,Last Resort,Papa Roach
210240,FALSE,7,0.42,0.929,-3.899,3.53e-4,7.47e-4,0.122,127.204,4,18,2001-01-01,Chop Suey!,System Of A Down
245787,FALSE,0,0.552,0.935,-4.096,0.0174,1.98e-6,0.116,74.954,4,63,2018-05-04,GET UP,Shinedown
245196,TRUE,6,0.461,0.892,-4.807,0.00187,1.34e-6,0.0942,137.35,4,55,2017-06-23,Go To War,Nothing More
222987,FALSE,11,0.557,0.949,-3.773,2.82e-4,4.18e-4,0.34,111.008,4,53,2016-02-26,Colourblind,Hands Like Houses
175493,FALSE,0,0.634,0.849,-7.075,0.0438,0,0.363,156.004,4,17,2009-03-27,Ain't No Rest for the Wicked,Cage The Elephant
238653,FALSE,7,0.55,0.917,-4.575,1.85e-5,0.214,0.0333,109.552,3,10,2016-04-08,The Devil's Bleeding Crown,Volbeat
251107,FALSE,1,0.31,0.825,-4.53,0.00356,0,0.641,89.885,4,59,2018-09-14,The Reckoning,"Within Temptation, Jacoby Shaddix"
254805,FALSE,2,0.448,0.826,-3.244,0.00756,0,0.117,77.093,4,71,2018-01-19,Zombie,Bad Wolves
202213,FALSE,11,0.443,0.844,-5.414,0.00251,0,0.085,76.001,4,66,2014-07-08,Angel,Theory of a Deadman
228867,FALSE,7,0.4,0.886,-5.078,8.68e-4,2.11e-4,0.122,195.958,4,65,2015-06-23,Angels Fall,Breaking Benjamin
231107,FALSE,3,0.54,0.661,-5.534,0.0765,0,0.125,90.012,4,64,2015-09-11,Follow You,Bring Me The Horizon
231920,FALSE,4,0.745,0.466,-7.62,0.00666,0.35,0.272,123.889,4,24,2003-03-31,Seven Nation Army,The White Stripes
176346,TRUE,1,0.38,0.988,-2.042,2.64e-5,7.86e-5,0.368,186.113,4,76,2004-09-21,American Idiot,Green Day
205653,FALSE,7,0.486,0.94,-4.237,0.00919,0,0.0777,79.727,4,65,2015-09-18,State Of My Head,Shinedown
252003,FALSE,4,0.238,0.967,-2.602,2.13e-4,1.18e-6,0.26,170.128,4,55,2015-08-21,The Vengeful One,Disturbed
198080,FALSE,0,0.495,0.747,-5.302,7.35e-4,3.56e-4,0.192,130.04,4,4,2017-06-06,Freeze Me,Death From Above 1979
219763,FALSE,5,0.505,0.985,-4.401,6.04e-5,1.02e-5,0.351,119.993,4,50,2015-06-02,Go Down in History,Four Year Strong
224307,FALSE,2,0.503,0.976,-3.097,2.76e-4,2.52e-5,0.161,80.994,4,0,2016-04-27,Circles,Pierce The Veil
321162,FALSE,10,0.517,0.887,-7.637,2.44e-4,0.00258,0.151,166.008,4,59,2015-10-02,Until The World Goes Cold,Trivium
224423,FALSE,8,0.561,0.964,-3.312,1.43e-4,0,0.0603,105.009,4,56,2015-10-16,Secrets,State Champs
165047,FALSE,1,0.351,0.915,-4.53,2.79e-5,0.0725,0.0972,184.815,4,36,2016-03-18,Serpents,Neck Deep
206587,FALSE,1,0.309,0.875,-4.49,2.13e-4,0.00168,0.113,143.526,4,69,2006-06-06,Miss Murder,AFI
252875,FALSE,4,0.473,0.956,-3.376,0.00647,0,0.14,89.868,4,48,2015-10-23,Gone,coldrain
214507,FALSE,6,0.645,0.713,-5.355,0.00835,0,0.113,74.989,4,80,2015-05-15,Ride,Twenty One Pilots
256533,FALSE,1,0.481,0.945,-5.468,0.00264,0,0.135,157.059,4,65,2017-06-30,Song #3,Stone Sour
238400,FALSE,1,0.509,0.843,-3.318,6.71e-4,8.03e-4,0.348,140.055,3,68,2002,The Red,Chevelle
229093,FALSE,7,0.499,0.824,-4.741,0.00898,0,0.163,161.977,4,76,2005-01-01,"Sugar, We're Goin Down",Fall Out Boy
281160,FALSE,6,0.494,0.677,-10.233,0.184,0.0258,0.0926,101.539,4,73,1993-09-21,Heart-Shaped Box,Nirvana
234093,TRUE,9,0.547,0.792,-5.645,3.83e-4,2.59e-4,0.106,97.998,4,55,2015-07-17,Bloodfeather,Highly Suspect
210707,FALSE,10,0.449,0.971,-3.66,0.00273,0,0.141,144.031,4,59,2015-09-18,Asking For It,Shinedown
236600,FALSE,11,0.525,0.914,-7.967,0.00107,1.51e-5,0.545,105.955,4,58,2014-06-23,Jenny,Nothing More
175093,FALSE,1,0.494,0.939,-3.127,0.00666,0,0.139,177.751,4,72,2002-10-04,The Anthem,Good Charlotte
231533,FALSE,4,0.309,0.912,-3.881,0.0014,2.71e-4,0.582,183.035,3,64,2005,The Kill (Bury Me),Thirty Seconds To Mars
272394,FALSE,5,0.548,0.532,-7.596,0.186,2.63e-4,0.217,85.03,4,16,2013-09-09,Do I Wanna Know?,Arctic Monkeys
239451,FALSE,9,0.442,0.892,-6.431,0.00267,7.92e-6,0.0758,151.914,4,45,2016-04-28,Black Honey,Thrice
172386,FALSE,8,0.233,0.99,-3.546,5.68e-5,0,0.0933,121.084,4,52,2013-03-26,Things I Can't Change,The Story So Far
222640,FALSE,6,0.818,0.705,-6.679,0.00836,0.00233,0.613,138.559,4,79,2005-05-23,Feel Good Inc.,Gorillaz
223067,FALSE,10,0.462,0.957,-3.304,0.00129,0.00203,0.314,165.112,4,4,2017-07-28,Run For Cover,The Killers
181213,FALSE,4,0.578,0.953,-3.215,0.00595,0.264,0.132,123.976,4,7,2017-04-21,Highway Tune,Greta Van Fleet
167742,FALSE,5,0.524,0.829,-4.154,0.0284,4.87e-6,0.171,90.078,4,35,2015-11-13,Alive,Tigress
211520,FALSE,1,0.517,0.906,-3.677,0.00272,9.26e-6,0.113,172.977,4,70,2007-06-11,Misery Business,Paramore
262107,FALSE,5,0.641,0.732,-7.57,0.0139,2.61e-6,0.062,92.057,4,59,2015-08-21,Footsteps,Pop Evil
236427,FALSE,0,0.501,0.824,-7.25,1.27e-4,3.11e-4,0.0922,89.972,4,63,2017-06-16,Lights Out,Royal Blood
242560,TRUE,6,0.417,0.706,-4.652,0.00933,5.72e-4,0.474,127.884,4,62,2015-07-17,Lydia,Highly Suspect
323366,FALSE,4,0.365,0.913,-8.01,2.95e-5,0.0783,0.699,136.128,4,50,2017-06-01,Run,Foo Fighters
168000,FALSE,0,0.439,0.891,-4.764,0.0122,0,0.547,148.599,4,28,1999-01-01,All The Small Things,blink-182
205440,FALSE,9,0.503,0.984,-1.65,3.59e-4,2.18e-6,0.409,127.484,4,2,2016-08-11,Bang Bang,Green Day
316718,TRUE,2,0.555,0.883,-3.426,0.00114,0.041,0.868,125.02,4,68,2015-06-04,Psycho,Muse
234600,FALSE,2,0.373,0.931,-4.043,0.176,9.12e-6,0.319,175.92,4,66,2017-11-10,Safari Song,Greta Van Fleet
233827,FALSE,11,0.547,0.87,-5.098,0.00494,3.48e-5,0.161,99.014,4,16,2007-01-01,Kryptonite,3 Doors Down
235613,FALSE,0,0.502,0.966,-3.876,0.00575,1.56e-6,0.117,159.948,4,13,2016-04-27,Bored To Death,blink-182
204733,FALSE,4,0.356,0.96,-3.487,0.0142,0,0.209,125.921,4,71,2004-06-08,Helena,My Chemical Romance
177870,FALSE,11,0.519,0.923,-3.76,5.56e-5,0,0.0878,149.965,4,62,2018-07-06,"I Love You, Will You Marry Me",YUNGBLUD
240572,TRUE,2,0.52,0.981,-2.75,8.67e-4,0.00177,0.197,158.937,4,52,2014-08-25,Out of the Black,Royal Blood
239240,TRUE,11,0.637,0.695,-6.122,0.00298,8.9e-6,0.519,107.985,4,0,2017-09-20,KILL4ME,Marilyn Manson
313573,TRUE,7,0.466,0.833,-4.215,0.0266,0,0.0327,88.785,4,77,1992,Killing In The Name,Rage Against The Machine
354520,FALSE,6,0.454,0.91,-7.766,0.0852,0.0988,0.116,125.116,4,80,1987-01-01,Sweet Child O' Mine,Guns N' Roses
191987,FALSE,7,0.602,0.878,-3.263,0.00384,8.88e-6,0.109,101.007,4,0,2016-02-05,DRUGS,DREAMERS
256240,FALSE,8,0.563,0.86,-7.533,0.00834,0.0106,0.39,97.867,4,69,2001-09-11,Youth of the Nation,P.O.D.
235893,FALSE,4,0.316,0.945,-3.169,0.00895,1.85e-6,0.396,189.931,4,77,2003-01-01,Bring Me To Life,Evanescence
156946,FALSE,8,0.281,0.953,-4.574,1.2e-5,0.0991,0.0839,153.118,4,0,2015-10-28,Promise Everything,Basement
235160,FALSE,4,0.581,0.656,-4.891,0.00269,2.78e-6,0.101,108.033,4,67,2015-10-30,Cry Baby,The Neighbourhood
234240,FALSE,9,0.378,0.925,-3.781,0.0234,6.2e-4,0.18,108.525,4,63,2016-06-10,No Good,KALEO
198205,FALSE,6,0.491,0.766,-5.796,2.84e-4,0.263,0.299,94.945,4,39,2016-06-03,11:11 - Radio Edit,Dinosaur Pile-Up
168253,FALSE,2,0.629,0.897,-3.401,0.0424,0,0.263,161.944,4,26,2001,The Middle,Jimmy Eat World
204941,FALSE,2,0.624,0.876,-4.862,0.00193,0,0.075,103.978,4,35,2016-05-06,Helpless,Emarosa
278747,FALSE,0,0.509,0.584,-4.907,0.0368,9.96e-5,0.384,170.411,4,70,2002-01-01,No One Knows,Queens of the Stone Age
305030,FALSE,8,0.237,0.962,-4.128,2.59e-5,2.2e-5,0.083,132.123,4,40,2016-10-07,Show Me A Leader,Alter Bridge
187653,FALSE,4,0.541,0.907,-4.512,0.0158,1.85e-4,0.34,80.029,4,61,2016-03-04,Could Have Been Me,The Struts
196760,TRUE,6,0.682,0.667,-4.194,0.0832,0,0.0984,150.205,4,81,2019-09-06,Enemies (feat. DaBaby),"Post Malone, DaBaby"
149040,TRUE,6,0.974,0.596,-8.888,0.0976,0,0.151,111.959,4,85,2019-08-16,Bad Bad Bad (feat. Lil Baby),"Young Thug, Lil Baby"
142417,TRUE,10,0.97,0.463,-7.259,0.0957,0,0.151,108.003,4,84,2019-07-17,Baby,"Quality Control, Lil Baby, DaBaby"
174100,TRUE,2,0.883,0.525,-8.054,0.189,0,0.0971,99.978,4,85,2019-06-28,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)","Mustard, NAV, Playboi Carti, A Boogie Wit da Hoodie"
217867,TRUE,7,0.642,0.647,-6.312,0.517,0,0.0649,120.749,4,81,2019-07-05,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)","Dreamville, Bas, JID, Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy, Ski Mask The Slump God"
218320,TRUE,7,0.438,0.742,-4.956,0.0603,0,0.0975,112.745,5,79,2019-09-06,On The Road (feat. Meek Mill & Lil Baby),"Post Malone, Meek Mill, Lil Baby"
205427,TRUE,10,0.831,0.502,-4.045,0.101,0,0.122,100.541,4,92,2019-06-15,Money In The Grave (Drake ft. Rick Ross),"Drake, Rick Ross"
131248,TRUE,7,0.745,0.642,-6.257,0.0204,0,0.0658,179.974,4,61,2019-05-22,Ransom,Lil Tecca
144000,TRUE,7,0.915,0.474,-7.373,0.115,0,0.169,119.991,4,78,2019-08-16,Big Rocks (Offset feat. Young Thug),"Quality Control, Offset, Young Thug"
187105,TRUE,10,0.897,0.743,-5.446,0.304,4.44e-5,0.137,134.979,4,81,2019-08-28,Babushka Boi,A$AP Rocky
150867,TRUE,0,0.633,0.645,-3.581,0.0538,0,0.104,132.018,4,82,2019-09-06,Saint-Tropez,Post Malone
200107,TRUE,4,0.796,0.586,-6.946,0.0247,0,0.132,97.981,4,89,2019-05-23,The London (feat. J. Cole & Travis Scott),"Young Thug, J. Cole, Travis Scott"
176640,TRUE,0,0.931,0.502,-9.311,0.0389,0,0.0912,94.999,4,80,2019-08-09,223's (feat. 9lokknine),"YNW Melly, 9lokknine"
109373,TRUE,7,0.829,0.582,-5.721,0.525,0,0.0759,108.028,4,78,2019-08-30,Shots,Lil Tecca
193027,TRUE,0,0.855,0.651,-8.044,0.063,0,0.0772,111.997,4,83,2019-08-16,Hot (feat. Gunna),"Young Thug, Gunna"
187402,TRUE,6,0.821,0.599,-10.674,0.0299,0,0.113,154.946,4,62,2019-09-06,Self Control,YoungBoy Never Broke Again
224000,TRUE,6,0.562,0.502,-10.269,0.323,0,0.0757,120.104,1,81,2019-08-09,F.N,Lil Tjay
260640,TRUE,1,0.698,0.454,-6.756,0.123,0,0.155,92.932,4,88,2019-06-28,No Guidance (feat. Drake),"Chris Brown, Drake"
176632,TRUE,2,0.894,0.511,-4.768,0.0251,0,0.14,120.08,4,85,2019-06-20,Shotta Flow (Feat. Blueface) [Remix],"NLE Choppa, Blueface"
151067,TRUE,2,0.684,0.687,-4.673,0.0164,0,0.253,184.026,4,78,2019-08-26,Bezerk (feat. A$AP Ferg & Hit-Boy),"Big Sean, A$AP Ferg, Hit-Boy"
116240,TRUE,1,0.699,0.575,-9.922,0.218,0,0.112,148.767,4,83,2019-07-24,Did It Again,Lil Tecca
148278,TRUE,2,0.901,0.676,-7.033,0.0646,0,0.0863,85.018,4,83,2019-03-26,Tap (feat. Meek Mill),"NAV, Meek Mill"
226420,TRUE,10,0.939,0.785,-5.29,0.291,0,0.0916,105.069,4,61,2019-09-06,"Thot Box (feat. Meek Mill, 2 Chainz, YBN Nahmir, A Boogie Wit da Hoodie & Tyga)","Hitmaka, 2 Chainz, A Boogie Wit da Hoodie, Meek Mill, Tyga, YBN Nahmir"
114893,FALSE,5,0.703,0.594,-6.146,0.342,0,0.123,153.848,4,48,2019-06-20,Panini,Lil Nas X
181948,TRUE,2,0.848,0.649,-6.083,0.232,0,0.101,118.04,4,78,2019-02-22,Baby Birkin,Gunna
176911,TRUE,2,0.868,0.661,-3.67,0.0769,7.33e-6,0.114,165.02,4,73,2019-08-16,Double Trouble (Quavo feat. Meek Mill),"Quality Control, Quavo, Meek Mill"
225924,TRUE,2,0.897,0.522,-7.578,0.0016,0,0.0554,149.986,4,81,2019-07-26,Hot Shower,"Chance the Rapper, MadeinTYO, DaBaby"
199427,TRUE,0,0.872,0.814,-4.568,0.00485,1.96e-6,0.214,98.985,4,86,2019-08-09,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),"Megan Thee Stallion, Ty Dolla $ign, Nicki Minaj"
163320,TRUE,2,0.876,0.662,-6.482,0.0608,0,0.127,75.445,4,88,2019-03-01,Suge,DaBaby
180435,TRUE,7,0.809,0.545,-6.678,0.392,0,0.151,97.008,4,79,2019-06-28,Ballin' (feat. Roddy Ricch),"Mustard, Roddy Ricch"
164040,TRUE,4,0.922,0.726,-6.268,0.198,3.74e-5,0.0579,105.997,4,67,2019-08-23,Fell In Love,"Shoreline Mafia, Fenix Flexin"
157693,TRUE,1,0.852,0.73,-5.803,0.0219,0,0.336,92.506,4,81,2019-03-01,Baby Sitter (feat. Offset),"DaBaby, Offset"
192540,TRUE,1,0.921,0.635,-4.904,0.0218,0,0.0946,130.028,4,80,2019-05-17,Cash Shit (feat. DaBaby),"Megan Thee Stallion, DaBaby"
170156,TRUE,10,0.944,0.613,-5.999,0.00818,0,0.0893,120.102,4,74,2019-08-23,Pose (feat. Lil Uzi Vert),"Yo Gotti, Lil Uzi Vert"
260856,TRUE,8,0.815,0.454,-8.916,0.413,0,0.105,139.929,4,72,2019-05-06,No Cap (feat. Rich The Kid),"83 Babies, Rich The Kid"
209120,TRUE,1,0.645,0.675,-5.282,0.0104,0,0.273,120.672,5,76,2019-07-12,100 Shooters (feat. Meek Mill),"Future, Doe Boy, Meek Mill"
127742,TRUE,9,0.79,0.629,-7.172,0.179,0,0.356,124.063,4,76,2019-07-24,Mac 10,"Trippie Redd, Lil Baby, Lil Duke"
151547,TRUE,11,0.864,0.598,-8.076,0.0673,0,0.154,107.93,4,80,2019-06-14,Daddy (feat. Rich The Kid),"Blueface, Rich The Kid"
126446,TRUE,2,0.899,0.811,-6.294,6.77e-4,0,0.0672,105.038,4,82,2019-03-29,My Type,Saweetie
190067,TRUE,9,0.554,0.498,-8.866,0.23,5.98e-6,0.795,79.635,4,86,2019-05-17,EARFQUAKE,"Tyler, The Creator"
224663,TRUE,0,0.86,0.507,-5.776,0.0412,6.55e-6,0.13,85.005,4,72,2019-06-28,BIG,Young M.A
299227,TRUE,2,0.88,0.67,-5.188,0.299,5.08e-6,0.0677,100.995,4,84,2019-05-03,Go Loko,"YG, Tyga, Jon Z"
157816,TRUE,1,0.746,0.497,-5.785,0.00944,8.6e-5,0.101,160.051,4,77,2019-06-21,Out The Mud,"Lil Baby, Future"
195587,TRUE,1,0.71,0.49,-9.832,0.128,0,0.0942,74.351,4,75,2019-06-07,Through Da Storm,Polo G
173489,TRUE,6,0.869,0.607,-6.192,0.025,0,0.0906,160.011,4,75,2019-07-26,Handsome,"Chance the Rapper, Megan Thee Stallion"
134667,TRUE,8,0.904,0.644,-8,0.00968,0,0.132,106.989,4,74,2019-08-09,Bussin (feat. Lil Pump),"Blueface, Lil Pump"
196112,TRUE,1,0.616,0.669,-5.791,0.0298,0,0.127,154.056,4,77,2019-07-26,Broke As Fuck,YBN Cordae
109091,TRUE,8,0.978,0.477,-8.159,1.43e-4,0,0.133,110.002,4,81,2019-05-10,Uno,Ambjaay
203720,TRUE,11,0.85,0.803,-3.297,0.0085,2.41e-5,0.104,169.986,4,70,2019-08-16,Jet Lag,A$AP Ferg
218710,FALSE,7,0.915,0.588,-6.302,0.0824,1.69e-4,0.104,123.936,4,83,2019-08-16,Won't Be Late (feat. Drake),"Swae Lee, Drake"
197867,FALSE,5,0.64,0.648,-8.113,0.124,0,0.0802,92.977,4,93,2019-06-28,Beautiful People (feat. Khalid),"Ed Sheeran, Khalid"
212720,FALSE,6,0.296,0.351,-9.538,0.823,1.5e-6,0.11,177.596,3,80,2019-05-10,Falling Like The Stars,James Arthur
176880,FALSE,1,0.631,0.715,-6.083,0.0299,0,0.121,135.826,4,40,2019-02-22,Peer Pressure (feat. Julia Michaels),"James Bay, Julia Michaels"
214987,FALSE,2,0.537,0.647,-7.37,0.168,0,0.108,79.77,4,71,2019-04-19,Missing You,The Vamps
202205,FALSE,1,0.477,0.682,-4.931,0.153,0,0.0763,110.567,5,94,2019-07-19,How Do You Sleep?,Sam Smith
202640,FALSE,7,0.463,0.62,-5.647,0.131,0,0.0619,83.031,1,71,2019-04-22,Hurts 2B Human (feat. Khalid),"P!nk, Khalid"
195075,TRUE,10,0.592,0.588,-4.889,0.118,0,0.138,81.997,4,69,2018-10-19,LA On A Saturday Night,Hearts & Colors
238220,FALSE,6,0.706,0.349,-8.125,0.791,0,0.108,94.058,4,74,2019-05-31,I Don't Care - Acoustic,Ed Sheeran
224720,FALSE,6,0.531,0.648,-6.12,0.253,0,0.098,148.007,4,33,2018-11-02,Soldier,James TW
234333,FALSE,0,0.62,0.448,-7.641,0.473,0,0.0917,126.94,4,64,2018-12-21,Why (Remix) [feat. Leon Bridges],"Shawn Mendes, Leon Bridges"
182800,FALSE,4,0.774,0.466,-6.869,0.458,0,0.111,97.975,4,70,2019-06-28,17,Julia Michaels
198480,TRUE,1,0.655,0.592,-9.901,0.156,2.54e-4,0.0918,92.033,4,64,2019-04-05,Dust,"Matt Simons, Betty Who"
229783,FALSE,0,0.518,0.465,-5.903,0.834,0,0.203,93.024,4,70,2019-03-01,Flux,Ellie Goulding
246320,FALSE,0,0.556,0.589,-6.209,0.306,0,0.147,180.942,3,67,2019-04-26,Incredible,James TW
174983,FALSE,9,0.567,0.696,-5.416,0.456,0,0.113,92.061,4,75,2019-01-11,Just You and I,Tom Walker
243267,FALSE,2,0.565,0.242,-8.367,0.762,9.3e-6,0.285,81.657,4,76,2019-07-12,Best Part of Me (feat. YEBBA),"Ed Sheeran, YEBBA"
236525,FALSE,10,0.508,0.29,-7.846,0.901,0,0.105,135.114,4,70,2018-10-19,No Matter What,Calum Scott
186797,FALSE,1,0.714,0.687,-3.641,0.0766,4.35e-5,0.0725,99.962,4,64,2019-01-18,Complicated,"Alexander Oscar, SVEA"
214747,FALSE,0,0.669,0.396,-8.724,0.267,0,0.0913,86.927,4,32,2019-02-22,Suitcase,James TW
196477,TRUE,2,0.733,0.48,-5.828,0.335,0,0.232,133.056,3,69,2019-02-22,My Heart,Christopher
181823,FALSE,5,0.694,0.556,-6.763,0.501,0,0.103,99.972,4,61,2018-12-21,They Told Me,"Palm Trees, Sophia Ayana"
192571,FALSE,0,0.63,0.561,-4.906,0.0977,2.3e-4,0.058,90.932,4,61,2019-03-01,Half Gone,Stephen Puth
204880,FALSE,7,0.66,0.395,-5.242,0.873,0,0.112,81.997,4,79,2019-06-25,Don't Check On Me (feat. Justin Bieber & Ink),"Chris Brown, Justin Bieber, Ink"
172606,FALSE,0,0.767,0.627,-4.096,0.537,0,0.359,94.028,4,81,2019-07-16,Jesus In LA,Alec Benjamin
209893,FALSE,3,0.294,0.505,-8.106,0.12,0,0.0977,85.332,1,90,2019-07-24,Takeaway,"The Chainsmokers, ILLENIUM, Lennon Stella"
174280,FALSE,10,0.659,0.451,-8.16,0.278,0,0.0889,101.99,4,66,2018-11-09,Used To,"Sandro Cavazza, Lou Elliotte"
178747,FALSE,0,0.529,0.496,-6.668,0.214,0,0.212,74.619,4,77,2019-07-22,Ready,Alessia Cara
197293,FALSE,11,0.612,0.57,-6.642,0.279,0,0.0963,77.004,4,24,2019-02-22,The Bones,Maren Morris
179300,FALSE,7,0.592,0.475,-11.09,0.822,9.69e-4,0.122,178.093,4,74,2019-06-13,Must Have Been The Wind,Alec Benjamin
211613,FALSE,2,0.728,0.335,-10.14,0.756,9.05e-4,0.0633,79.997,4,66,2019-01-25,Slow Fade,Ruth B.
234623,FALSE,4,0.595,0.687,-6.536,0.216,0,0.107,94.73,4,66,2019-02-08,Lost,Blake Rose
193590,FALSE,11,0.731,0.561,-7.55,0.44,2.37e-4,0.0991,124.051,4,31,2019-02-04,Wrong Kind Of People,Baker Grace
190263,FALSE,6,0.442,0.246,-12.825,0.758,0,0.261,77.593,4,67,2018-07-20,T-Shirts,James Smith
191935,FALSE,11,0.774,0.45,-6.86,0.443,3.28e-5,0.127,90.055,4,69,2018-10-12,Cool Again,Shoffy
165714,TRUE,2,0.812,0.519,-4.823,0.379,0,0.13,104.954,4,76,2019-07-18,I.F.L.Y.,Bazzi
225920,FALSE,4,0.549,0.413,-5.587,0.756,0,0.0939,139.981,4,72,2019-05-10,Bad,James Bay
230353,FALSE,0,0.387,0.234,-8.861,0.736,0,0.084,78.65,4,67,2019-01-04,Better Than Today,Rhys Lewis
191002,FALSE,11,0.681,0.292,-9.599,0.743,0,0.0974,64.002,4,73,2018-11-09,Older,Sasha Sloan
178800,FALSE,1,0.692,0.443,-5.671,0.214,0,0.06,127.899,4,70,2019-08-09,Slow Dance,"AJ Mitchell, Ava Max"
182907,FALSE,7,0.799,0.373,-8.999,0.259,0,0.166,98.035,4,68,2018-09-14,Bright Blue Skies,Mitch James
216853,FALSE,7,0.606,0.54,-6.271,0.182,1.44e-4,0.144,79.952,4,65,2019-03-01,Had It All,Parachute
175813,FALSE,1,0.845,0.594,-6.414,0.148,0,0.35,105.926,4,61,2018-12-28,Make the Move,Chris James
205687,FALSE,11,0.688,0.53,-5.507,0.443,0,0.0995,106.958,4,74,2019-05-03,Hold Me While You Wait,Lewis Capaldi
232800,FALSE,6,0.535,0.297,-6.043,0.653,0,0.118,147.569,4,48,2019-02-01,Is It Really Me You're Missing,Nina Nesbitt
245789,FALSE,2,0.446,0.527,-6.224,0.127,0,0.113,69.657,4,62,2018-10-26,Cigarette Break,Gavin James
161400,FALSE,9,0.571,0.763,-6.66,0.0421,0,0.394,99.953,4,66,2018-12-07,All Into Nothing,"R3HAB, Mokita"
184665,FALSE,0,0.614,0.647,-4.681,0.0687,0,0.104,163.862,4,75,2019-08-23,What Am I,Why Don't We
219173,FALSE,2,0.46,0.0834,-15.095,0.909,1.98e-5,0.112,98.329,4,47,2019-04-19,you were good to me,"Jeremy Zucker, Chelsea Cutler"
188493,TRUE,11,0.719,0.493,-7.718,0.182,0,0.0666,97.488,4,65,2018-11-30,Colder,Nina Nesbitt
233654,FALSE,5,0.53,0.538,-6.672,0.17,2.83e-6,0.248,148.051,4,87,2019-08-16,Slide Away,Miley Cyrus
170831,FALSE,10,0.461,0.195,-7.301,0.873,0,0.11,110.193,4,34,2018-12-28,Lay By Me,Ruben
186681,FALSE,7,0.394,0.505,-7.638,0.312,0,0.268,109.446,4,61,2019-03-01,A Big World,Joel Adams
201694,FALSE,5,0.396,0.177,-10.277,0.718,0,0.139,177.215,3,71,2019-04-12,Favourite Ex,Maisie Peters
217533,FALSE,9,0.749,0.774,-6.221,0.0857,1.14e-5,0.11,99.019,4,74,2019-06-07,I Believe,Jonas Brothers
161350,FALSE,4,0.622,0.608,-8.494,0.354,0,0.131,139.966,4,67,2019-01-18,What Are We Waiting For (feat. Ellise),"VAX, Ellise"
207920,FALSE,0,0.591,0.743,-4.245,0.0435,7.31e-4,0.362,160.019,4,62,2019-01-04,Halfway There,ROZES
194853,FALSE,11,0.602,0.377,-6.213,0.731,0,0.0808,73.877,4,71,2018-01-17,This City,Sam Fischer
202315,FALSE,8,0.745,0.673,-5.91,0.662,0,0.18,122.851,4,63,2019-03-29,End Like This,Rhys Lewis
251294,TRUE,1,0.486,0.497,-8.98,0.438,3.01e-6,0.355,109.423,4,62,2019-03-29,Coffee,Joel Adams
188650,FALSE,7,0.538,0.541,-8.304,0.39,0,0.103,159.419,4,69,2019-05-24,The First One,Astrid S
201093,FALSE,1,0.763,0.296,-10.611,0.65,0,0.135,90.959,4,67,2018-06-22,Fresh Roses,Juke Ross
183640,FALSE,9,0.653,0.419,-7.486,0.293,0,0.111,98.983,4,53,2018-10-26,You’re Not The Only One (Redemption Song),Lukas Graham
173237,FALSE,6,0.65,0.171,-9.005,0.921,0,0.127,119.522,4,68,2018-11-30,Champion,Elina
200234,FALSE,4,0.678,0.468,-6.825,0.258,3.49e-4,0.107,119.986,4,35,2019-01-04,4 AM,Ea Kaya
235194,FALSE,7,0.597,0.643,-5.838,0.122,0,0.27,85.859,4,61,2018-12-14,Reality,Jacob Lee
211567,FALSE,7,0.536,0.426,-10.446,0.64,5.88e-6,0.147,135.872,4,25,2018-08-10,The Few Things,"JP Saxe, Charlotte Lawrence"
211837,FALSE,10,0.779,0.595,-4.221,0.468,0,0.3,97.879,3,61,2018-11-30,Crazy Love,Future Animals
186463,FALSE,7,0.445,0.357,-9.163,0.153,0,0.356,147.062,4,65,2018-07-27,Lose You Too,SHY Martin
153094,FALSE,1,0.748,0.406,-8.142,0.685,3.61e-6,0.118,100.034,4,63,2018-10-19,I'm a Mess - Acoustic,Bebe Rexha
229557,FALSE,1,0.531,0.269,-10.6,0.866,0,0.116,84.186,4,71,2018-05-18,No Right To Love You - Acoustic,Rhys Lewis
179120,FALSE,0,0.507,0.204,-11.575,0.855,0,0.143,77.765,4,28,2019-03-22,Half A Man,Dean Lewis
223347,FALSE,2,0.384,0.165,-9.601,0.958,0,0.101,68.469,4,67,2018-11-02,Feels Like This,Maisie Peters
152512,TRUE,10,0.62,0.433,-8.962,0.762,0,0.359,100,4,62,2019-01-11,Dead End,Anna Clendening
235387,FALSE,4,0.54,0.557,-4.858,0.472,0,0.308,88.954,4,60,2018-11-15,Velvet Rope,Rita Ora
