duration_ms,track.explicit,key,danceability,energy,loudness,acousticness,instrumentalness,liveness,tempo,time_signature,track.popularity,track.album.release_date,track.name,artist.name
230653,FALSE,5,0.0736,0.0992,-17.863,0.87,0.917,0.206,80.369,4,4,2006-01-01,Evey Reborn,Dario Marianelli
198080,FALSE,9,0.104,0.296,-22.687,0.323,0.905,0.0973,90.493,3,44,2009-12-07,"Climbing up ""Iknimaya - The Path to Heaven""",James Horner
274667,FALSE,8,0.118,0.493,-13.787,0.487,0.903,0.0504,64.586,4,0,2016-03-18,Their War Here,"Hans Zimmer, Junkie XL"
194880,FALSE,6,0.114,0.121,-15.092,0.713,0.144,0.111,94.112,4,1,2016-10-28,Dawn of a New Time,"Johan Söderqvist, Patrik Andrén"
148760,FALSE,5,0.759,0.253,-15.709,0.985,0.887,0.112,98.984,4,0,2016-10-31,Black Hole Sun,Ramin Djawadi
471867,FALSE,0,0.0914,0.428,-11.269,0.12,0.905,0.0712,68.564,4,47,1998-11-10,Launch,Trevor Rabin
289960,FALSE,9,0.194,0.19,-24.078,0.32,0.246,0.0737,103.604,3,45,2009-12-07,Jake's first flight,James Horner
227140,FALSE,0,0.183,0.0572,-22.665,0.84,0.905,0.0844,85.367,4,1,2016-03-18,Beautiful Lie,"Hans Zimmer, Junkie XL"
158173,FALSE,11,0.117,0.286,-19.59,0.525,0.915,0.0761,91.747,4,51,1989-08-08,The Batman Theme,Danny Elfman
91815,FALSE,2,0.217,0.0112,-31.289,0.969,0.924,0.106,79.131,3,0,2014-12-02,Afterimage 1,Max Richter
100467,FALSE,5,0.443,0.173,-21.11,0.409,0.967,0.0993,118.147,4,46,2005-04-26,Crusaders,Harry Gregson-Williams
134213,FALSE,5,0.262,0.593,-7.827,0.361,0.595,0.0988,80.792,4,1,1997,Main Title/Rebel Blockade Runner - Medley,"John Williams, London Symphony Orchestra"
479680,FALSE,2,0.0813,0.111,-20.458,0.778,0.802,0.136,171.576,3,50,2003-11-25,A Small Measure of Peace,Hans Zimmer
221213,FALSE,0,0.17,0.395,-17.928,0.0742,0.959,0.106,130.767,4,54,2005-07-01,My Name Is Lincoln,Steve Jablonsky
178205,TRUE,7,0.72,0.844,-3.426,0.0237,1.22e-6,0.453,128.049,4,57,2019-08-22,Truth Hurts - CID Remix,"Lizzo, CID"
194754,FALSE,6,0.748,0.916,-2.634,0.102,0,0.0653,122.036,4,68,2019-06-14,I Don't Care (with Justin Bieber) - Loud Luxury Remix,"Ed Sheeran, Justin Bieber, Loud Luxury"
172800,FALSE,11,0.675,0.76,-7.037,0.104,0,0.33,124.933,4,63,2019-06-21,Hold Me While You Wait - Steve Void Remix,"Lewis Capaldi, Steve Void"
253040,FALSE,2,0.642,0.818,-4.552,0.0567,0,0.0919,124.957,4,68,2019-06-20,If I Can't Have You - Gryffin Remix,"Shawn Mendes, Gryffin"
183653,FALSE,7,0.577,0.844,-3.364,0.00407,6.13e-6,0.499,115.066,4,67,2019-07-19,Call You Mine - Asketa & Natan Chaim Remix,"The Chainsmokers, Bebe Rexha, Asketa & Natan Chaim"
238451,FALSE,6,0.616,0.835,-3.706,0.22,4.5e-5,0.0279,117.863,4,66,2018-02-09,Hearts Ain't Gonna Lie - Eden Prince Remix,"Arlissa, Jonas Blue, Eden Prince"
221714,TRUE,6,0.82,0.808,-6.553,0.0902,0,0.209,104.977,4,55,2019-08-28,Look Back at It - Tiësto and SWACQ Remix,"A Boogie Wit da Hoodie, SWACQ, Tiësto"
215238,FALSE,6,0.572,0.934,-5.053,0.00292,0.0198,0.105,125.948,4,70,2019-08-23,Heaven - David Guetta & MORTEN Remix,"Avicii, David Guetta, MORTEN"
194840,FALSE,0,0.67,0.453,-11.265,0.252,0.33,0.117,135.055,4,89,2019-07-11,bad guy (with Justin Bieber),"Billie Eilish, Justin Bieber"
163049,FALSE,8,0.675,0.919,-5.385,0.0799,0,0.143,124.982,4,66,2019-07-11,Beautiful People (feat. Khalid) - Jack Wins Remix,"Ed Sheeran, Khalid, Jack Wins"
170667,FALSE,9,0.708,0.913,-4.329,0.089,0.081,0.113,135.016,4,57,2019-08-23,All Around The World (La La La) - Marnik Remix,"R3HAB, A Touch Of Class, Marnik"
204027,FALSE,6,0.766,0.771,-9.108,0.00407,3.76e-6,0.113,140.036,4,76,2019-04-29,Old Town Road - Diplo Remix,"Lil Nas X, Billy Ray Cyrus, Diplo"
192381,FALSE,1,0.682,0.851,-7.117,0.0146,8.34e-4,0.0289,126,4,65,2019-08-09,One Thing Right - Firebeatz Remix,"Marshmello, Kane Brown, Firebeatz"
203733,FALSE,8,0.437,0.774,-4.918,0.148,0,0.133,123.125,4,69,2019-08-16,Hate Me - R3HAB Remix,"Ellie Goulding, Juice WRLD, R3HAB"
228267,FALSE,8,0.693,0.678,-7.159,0.0154,6.05e-6,0.101,103.952,4,90,2019-06-28,Higher Love,"Kygo, Whitney Houston"
279800,FALSE,6,0.752,0.84,-4.451,0.00486,0.0109,0.0916,124.002,4,63,2019-08-09,Loco Contigo (with J. Balvin & Tyga) - Cedric Gervais Remix,"DJ Snake, J Balvin, Tyga"
189052,FALSE,1,0.65,0.833,-4.672,0.0803,0,0.0833,123.976,4,66,2019-03-05,Someone You Loved - Future Humans Remix,"Lewis Capaldi, Future Humans"
164516,FALSE,5,0.572,0.915,-4.451,0.0111,0,0.339,123.919,4,67,2019-05-17,SOS - Laidback Luke Tribute Remix / Radio Edit,"Avicii, Aloe Blacc, Laidback Luke"
209893,FALSE,3,0.294,0.505,-8.106,0.12,0,0.0977,85.332,1,57,2019-08-16,Takeaway (with ILLENIUM & Lennon Stella),"The Chainsmokers, ILLENIUM, Lennon Stella"
273229,FALSE,4,0.775,0.867,-7.388,0.0158,0.0117,0.0355,128.956,4,62,2019-03-27,Talk - Disclosure VIP,"Khalid, Disclosure"
157867,FALSE,8,0.822,0.825,-4.458,0.055,0.00661,0.105,109.993,4,67,2019-05-30,Spicy - with Diplo & Charli XCX,"Herve Pagez, Diplo, Charli XCX"
217178,TRUE,6,0.494,0.823,-3.877,0.025,0.00101,0.209,128.037,4,65,2019-07-27,"Instagram (feat. Afro Bros, Natti Natasha & Dimitri Vegas) - Bassjackers Remix","Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, Natti Natasha, Dimitri Vegas, Bassjackers"
185273,FALSE,1,0.748,0.831,-5.029,0.0823,7.36e-5,0.0757,128.024,4,55,2019-06-21,Love Me Less (feat. Quinn XCII) - Party Pupils Remix,"MAX, Party Pupils, Quinn XCII"
198371,FALSE,2,0.545,0.889,-4.42,0.00377,2.99e-5,0.103,144.039,4,55,2019-05-31,God Only Knows (GATTÜSO Remix),"for KING & COUNTRY, GATTÜSO"
184750,FALSE,1,0.664,0.774,-3.759,0.0909,0,0.0589,122.998,4,53,2019-06-14,Phone Down - BRKLYN Remix,"Armin van Buuren, Garibay, BRKLYN"
205093,FALSE,11,0.62,0.889,-3.785,0.0163,1.86e-5,0.395,110.018,4,58,2019-05-24,Do You Mean (feat. Ty Dolla $ign & bülow) - Myon Remix,"The Chainsmokers, Ty Dolla $ign, bülow, Myon"
255238,FALSE,5,0.69,0.78,-4.446,0.00733,0.00183,0.0729,126.07,4,64,2019-07-12,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Tiësto Remix,"Martin Garrix, Macklemore, Fall Out Boy, Tiësto"
153360,FALSE,1,0.629,0.902,-4.637,0.0317,0,0.377,124.92,4,54,2019-07-12,Can We Pretend (feat. Cash Cash) - Yves V Remix,"P!nk, Cash Cash, Yves V"
187675,FALSE,5,0.449,0.856,-4.788,0.187,0,0.176,112.648,4,63,2019-07-26,Never Really Over - R3HAB Remix,"Katy Perry, R3HAB"
247385,FALSE,2,0.563,0.81,-2.921,0.00522,0,0.0846,129.975,4,65,2019-07-12,Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],"ILLENIUM, Jon Bellion, Tiësto"
180840,FALSE,1,0.362,0.921,-3.815,0.123,0,0.19,172.191,3,71,2019-06-14,With You,"Kaskade, Meghan Trainor"
159404,FALSE,1,0.746,0.557,-6.722,0.103,0.0036,0.138,111.961,4,69,2019-03-08,Dancing With A Stranger (With Normani) - Cheat Codes Remix,"Sam Smith, Normani, Cheat Codes"
178107,FALSE,1,0.778,0.738,-4.737,0.0575,0.138,0.945,124.029,4,58,2019-05-24,Brave - Don Diablo VIP Mix,"Don Diablo, Jessie J"
172360,FALSE,0,0.633,0.854,-4.046,0.0382,2.83e-5,0.434,126.026,4,64,2018-07-25,Side Effects - Fedde Le Grand Remix,"The Chainsmokers, Emily Warren, Fedde Le Grand"
156168,FALSE,1,0.684,0.95,-2.588,0.0207,1.25e-6,0.105,125.974,4,66,2019-03-08,Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix,"Clean Bandit, Ellie Goulding"
165767,FALSE,5,0.564,0.747,-3.374,0.0728,0,0.151,97.878,4,70,2019-07-12,Easier - Seeb Remix,"5 Seconds of Summer, Seeb"
176616,FALSE,1,0.675,0.931,-3.432,0.0794,2.33e-5,0.11,124.008,4,68,2019-07-05,All the Time - Don Diablo Remix,"Zara Larsson, Don Diablo"
207894,TRUE,6,0.679,0.923,-6.5,0.146,4.92e-6,0.124,121.984,4,56,2019-06-21,Cross Me (feat. Chance the Rapper & PnB Rock) - M-22 Remix,"Ed Sheeran, Chance the Rapper, PnB Rock, M-22"
228502,FALSE,2,0.514,0.856,-4.285,0.00123,6.34e-6,0.544,117.014,4,60,2019-08-02,The Upside (feat. Elle King),"Lindsey Stirling, Elle King"
192507,FALSE,1,0.744,0.726,-4.675,0.0399,0,0.374,121.985,4,66,2019-03-29,Body On My,"Loud Luxury, Pitbull, Nicky Jam, Brando"
210005,FALSE,7,0.614,0.897,-3.918,0.0621,0,0.178,124.029,4,56,2019-02-08,Caught Up In The Country (Sam Feldt Remix),"Rodney Atkins, Sam Feldt"
229753,FALSE,5,0.63,0.96,-5.564,0.0639,0.389,0.0607,123.972,4,58,2019-07-05,Find U Again - MK Remix,"Mark Ronson, Camila Cabello, MK"
188141,FALSE,7,0.683,0.61,-7.093,0.287,2.71e-6,0.166,114.909,4,52,2017-09-01,Obvious,"Eden Prince, Cassie"
156347,FALSE,5,0.791,0.565,-3.933,0.0623,0,0.156,99.961,4,85,2019-03-08,Here With Me,"Marshmello, CHVRCHES"
166875,FALSE,6,0.625,0.938,-3.983,0.00432,2.6e-4,0.0923,127.997,4,55,2019-05-23,So Am I - Toby Green Remix,"Ava Max, Toby Green"
188640,FALSE,9,0.607,0.995,-2.325,0.0921,0.002,0.0445,124.998,4,56,2019-07-11,Stay (Don't Go Away) [feat. Raye] - Mark Knight Remix,"David Guetta, RAYE, Mark Knight"
216782,FALSE,7,0.738,0.987,-2.272,0.0963,0.115,0.121,128.022,4,57,2019-05-31,Baby Shark - Jauz Remix,"Pinkfong, Jauz"
192797,FALSE,1,0.732,0.877,-3.253,0.0991,0,0.103,121.998,4,56,2018-07-27,The Way I Am - Eden Prince Remix,"Charlie Puth, Eden Prince"
194521,FALSE,7,0.7,0.983,-3.977,0.0141,4.08e-4,0.427,124.978,4,58,2019-06-14,Best Friend's Ass - Dimitri Vegas & Ariel Vromen Radio Remix,"Dimitri Vegas & Like Mike, Paris Hilton, Dimitri Vegas, Ariel Vromen"
232889,FALSE,0,0.662,0.909,-4.795,0.125,0.0022,0.0603,135.009,4,53,2019-05-24,Trampoline - BKAYE Remix,"SHAED, BKAYE"
218015,TRUE,11,0.728,0.815,-2.878,0.00223,3.17e-4,0.101,124.019,4,53,2019-06-27,Paradise - Bazzi vs. Black Caviar Remix,"Bazzi vs., Black Caviar"
173533,FALSE,10,0.639,0.827,-4.769,0.00478,3.23e-6,0.118,129.91,4,51,2019-07-26,Love Me - MOTi & Terry McLove Remix,"Stanaj, MOTi, Terry McLove"
183671,FALSE,1,0.665,0.696,-7.083,0.117,0,0.0505,100.022,4,61,2019-07-12,Lips Don't Lie (feat. A Boogie Wit da Hoodie) - R3HAB Remix,"Ally Brooke, A Boogie Wit da Hoodie, R3HAB"
190293,FALSE,1,0.726,0.731,-6.304,0.11,3.21e-6,0.0928,170.125,4,75,2019-07-12,Way To Break My Heart (feat. Skrillex),"Ed Sheeran, Skrillex"
172000,TRUE,0,0.702,0.814,-7.51,0.107,3.03e-5,0.374,121.993,4,53,2018-11-30,Signs - Eden Prince Remix,"Starley, Eden Prince"
281267,FALSE,0,0.717,0.752,-6.933,0.251,4.68e-4,0.0802,123.97,4,63,2018-07-13,One Kiss (with Dua Lipa) - Oliver Heldens Remix,"Calvin Harris, Dua Lipa, Oliver Heldens"
210968,FALSE,4,0.684,0.818,-4.477,0.0469,3.39e-6,0.119,123.938,4,60,2019-05-08,Don't Leave Me Alone (feat. Anne-Marie) - EDX's Indian Summer Remix,"David Guetta, EDX"
198684,FALSE,4,0.682,0.955,-5.02,0.0585,3.18e-5,0.226,124.999,4,69,2018-01-12,COPYCAT - Sofi Tukker Remix,"Billie Eilish, Sofi Tukker"
173173,FALSE,2,0.745,0.713,-6.627,0.00476,1.63e-6,0.0749,118.009,4,61,2018-04-30,Positivo,"J Balvin, Michael Brun"
155080,FALSE,1,0.679,0.909,-2.929,0.0334,0,0.269,119.885,4,59,2019-04-19,When You Leave - Breathe Carolina Remix,"Nikki Vianna, Matoma, Breathe Carolina"
175000,FALSE,1,0.663,0.905,-3.781,0.0325,0,0.333,125.996,4,11,2019-02-01,Close To Me (with Diplo) (feat. Swae Lee) - CID Remix,"Ellie Goulding, Diplo, Swae Lee, CID"
262381,FALSE,4,0.6,0.96,-5.285,0.00491,0.0353,0.39,128.026,4,49,2019-06-28,7 Billion (Dave Audé Remix),"OBB, Dave Audé"
170164,FALSE,5,0.816,0.833,-5.972,0.126,9.09e-6,0.0625,122.032,4,58,2018-11-30,Happier - Matt Medved Remix,"Marshmello, Bastille, Matt Medved"
185714,FALSE,5,0.59,0.888,-2.851,0.0216,0,0.487,126.094,4,64,2019-01-11,High Hopes - Don Diablo Remix,"Panic! At The Disco, Don Diablo"
205246,TRUE,2,0.735,0.9,-3.469,0.0143,0.0172,0.0611,145.024,4,58,2019-07-03,Whatcha Gon Do - QUIX Remix,"Benzi, QUIX"
210995,FALSE,0,0.711,0.684,-7.06,0.244,7.21e-5,0.0977,119.974,4,60,2019-07-11,two nights part ii (Lykke Li x Skrillex x Ty Dolla $ign),"Lykke Li, Skrillex"
173548,FALSE,1,0.694,0.901,-4.322,0.0702,0,0.427,118.051,4,53,2019-05-03,All My Friends - Eden Prince Remix,"AJ Mitchell, Eden Prince"
193321,FALSE,3,0.688,0.688,-5.84,0.3,0,0.0982,114.011,4,66,2018-06-15,Born To Be Yours,"Kygo, Imagine Dragons"
189375,FALSE,10,0.678,0.747,-5.289,0.0395,0,0.174,120.002,4,63,2018-12-28,Say My Name (feat. Bebe Rexha & J Balvin) - Lucas & Steve Remix,"David Guetta, Bebe Rexha, J Balvin, Lucas & Steve"
208773,FALSE,9,0.95,0.687,-4.501,0.0489,3.08e-4,0.0755,119.986,4,54,2017-11-03,Mi Gente - Hugel Remix,"J Balvin, Willy William, HUGEL"
171500,FALSE,0,0.75,0.81,-4.607,0.0917,1.59e-5,0.111,120.038,4,55,2019-01-25,joy. (R3HAB Remix),"for KING & COUNTRY, R3HAB"
197627,FALSE,9,0.877,0.721,-2.96,0.0383,0.355,0.225,122.003,4,52,2019-02-01,What's Up Danger - Black Caviar Remix,"Blackway, Black Caviar"
200625,TRUE,5,0.609,0.764,-4.564,0.0994,0,0.197,128.082,4,53,2019-06-14,American Boy - Brooks Remix,"Estelle, Kanye West, Brooks"
193548,FALSE,5,0.493,0.773,-3.791,0.429,7.07e-6,0.0807,123.149,4,65,2019-05-10,Sixteen - Don Diablo Remix,"Ellie Goulding, Don Diablo"
187869,FALSE,2,0.69,0.862,-4.154,0.0611,1.85e-5,0.238,121.975,4,55,2018-09-28,Beautiful (feat. Camila Cabello) - Bazzi vs. EDX's Ibiza Sunrise Remix,"Bazzi vs., Camila Cabello, EDX"
249737,FALSE,5,0.69,0.948,-2.587,0.0112,0.148,0.275,125.99,4,52,2014-10-17,Don't - Don Diablo Remix,"Ed Sheeran, Don Diablo"
213600,FALSE,7,0.43,0.955,-2.509,0.0313,0.218,0.247,199.917,4,65,2017-01-13,Ocean Eyes - GOLDHOUSE Remix,"Billie Eilish, GOLDHOUSE"
190417,FALSE,3,0.588,0.697,-4.744,0.186,2.19e-4,0.103,125.157,4,63,2018-10-19,Promises (with Sam Smith) - David Guetta Remix,"Calvin Harris, Sam Smith, David Guetta"
202440,TRUE,0,0.439,0.847,-6.258,0.0246,0,0.139,114.099,4,56,2018-04-06,FRIENDS - Borgeous Remix,"Marshmello, Anne-Marie, Borgeous"
212280,FALSE,11,0.771,0.826,-3.978,0.142,0.03,0.145,100.012,4,71,2019-06-21,Rockstar,"Ilkay Sencan, Dynoro"
214907,FALSE,0,0.704,0.758,-3.537,0.233,0.00144,0.0924,120.003,4,90,2019-08-30,Circles,Post Malone
207039,FALSE,11,0.74,0.498,-6.684,0.0169,0.00282,0.319,98.016,4,77,2019-09-04,Liar,Camila Cabello
209755,FALSE,6,0.824,0.592,-6.4,0.693,1.58e-4,0.178,98.074,4,79,2019-05-10,Dance Monkey,Tones and I
197867,FALSE,5,0.64,0.648,-8.113,0.124,0,0.0802,92.977,4,93,2019-06-28,Beautiful People (feat. Khalid),"Ed Sheeran, Khalid"
182161,FALSE,1,0.501,0.405,-5.679,0.751,0,0.105,109.891,4,91,2019-05-17,Someone You Loved,Lewis Capaldi
202205,FALSE,1,0.477,0.682,-4.931,0.153,0,0.0763,110.567,5,94,2019-07-19,How Do You Sleep?,Sam Smith
150867,TRUE,0,0.633,0.645,-3.581,0.0538,0,0.104,132.018,4,82,2019-09-06,Saint-Tropez,Post Malone
198973,TRUE,9,0.806,0.558,-6.46,0.482,0,0.0618,95.016,4,89,2019-08-02,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”","Lauv, Anne-Marie"
233654,FALSE,5,0.53,0.538,-6.672,0.17,2.83e-6,0.248,148.051,4,87,2019-08-16,Slide Away,Miley Cyrus
193837,FALSE,4,0.599,0.887,-3.967,0.0192,1.21e-6,0.3,170.918,4,87,2019-08-16,Motivation,Normani
190960,FALSE,9,0.759,0.54,-6.039,0.037,0,0.0945,116.947,4,100,2019-06-21,Señorita,"Shawn Mendes, Camila Cabello"
186107,TRUE,10,0.4,0.795,-3.731,0.119,0,0.159,190.097,4,93,2019-08-02,boyfriend (with Social House),"Ariana Grande, Social House"
173325,TRUE,4,0.715,0.624,-3.046,0.11,0,0.123,158.087,4,38,2017-09-19,Truth Hurts,Lizzo
174960,TRUE,5,0.58,0.653,-3.818,0.447,0,0.111,150.231,4,96,2019-07-05,Goodbyes (Feat. Young Thug),"Post Malone, Young Thug"
204887,FALSE,3,0.755,0.448,-2.993,0.0508,3.87e-6,0.11,139.028,4,83,2019-08-21,Teeth,5 Seconds of Summer
194088,FALSE,7,0.701,0.425,-10.965,0.328,0.13,0.1,135.128,4,95,2019-03-29,bad guy,Billie Eilish
131280,TRUE,7,0.745,0.642,-6.257,0.0204,0,0.0658,179.974,4,95,2019-06-04,Ransom,Lil Tecca
255000,FALSE,5,0.786,0.428,-10.011,0.0933,1.1e-6,0.156,97.001,4,84,2019-08-13,Right Back (feat. A Boogie Wit Da Hoodie),"Khalid, A Boogie Wit da Hoodie"
219742,FALSE,4,0.377,0.651,-5.437,0.0197,5.31e-5,0.174,129.698,4,76,2019-09-05,Shameless,Camila Cabello
221307,FALSE,7,0.359,0.543,-7.582,0.492,1.58e-5,0.118,68.534,4,87,2019-08-16,Lover,Taylor Swift
159011,TRUE,0,0.684,0.905,-3.187,0.285,0,0.525,95.985,4,84,2016-03-11,Good As Hell,Lizzo
185093,TRUE,6,0.778,0.559,-7.109,0.128,0,0.399,129.989,1,82,2019-08-23,hot girl bummer,blackbear
209893,FALSE,3,0.294,0.505,-8.106,0.12,0,0.0977,85.332,1,90,2019-07-24,Takeaway,"The Chainsmokers, ILLENIUM, Lennon Stella"
136248,FALSE,1,0.668,0.534,-6.586,0.164,0,0.1,145.816,4,70,2019-09-06,Wanted,OneRepublic
165714,TRUE,2,0.812,0.519,-4.823,0.379,0,0.13,104.954,4,76,2019-07-18,I.F.L.Y.,Bazzi
159783,FALSE,10,0.488,0.311,-11.467,0.562,5.48e-4,0.161,184.112,4,80,2019-08-21,I Warned Myself,Charlie Puth
185195,FALSE,6,0.823,0.71,-3.896,0.276,2.17e-6,0.152,96.024,4,89,2019-07-25,Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin, Tyga"
160615,TRUE,2,0.843,0.391,-7.899,0.181,0,0.137,129.972,4,66,2019-06-07,Lalala,"Y2K, bbno$"
114893,FALSE,5,0.703,0.594,-6.146,0.342,0,0.123,153.848,4,91,2019-06-21,Panini,Lil Nas X
199427,TRUE,0,0.872,0.814,-4.568,0.00485,1.96e-6,0.214,98.985,4,86,2019-08-09,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),"Megan Thee Stallion, Ty Dolla $ign, Nicki Minaj"
177847,TRUE,0,0.731,0.65,-5.286,0.107,0,0.124,154.968,4,79,2019-08-30,Graduation (with Juice WRLD),"benny blanco, Juice WRLD"
174444,FALSE,7,0.59,0.642,-3.87,0.0771,0,0.105,107.356,4,86,2019-05-24,Post Malone (feat. RANI),"Sam Feldt, RANI"
157605,FALSE,7,0.893,0.748,-4.299,0.272,1.62e-5,0.093,117.958,4,80,2019-07-26,Ride It,Regard
190360,FALSE,0,0.777,0.658,-5.191,0.0767,0,0.0901,110.048,4,88,2019-08-23,The Man,Taylor Swift
220492,FALSE,4,0.736,0.308,-7.83,0.946,0,0.186,111.202,4,82,2019-05-17,Bruises,Lewis Capaldi
216668,FALSE,2,0.643,0.594,-5.453,0.0128,0,0.118,144.033,4,79,2019-05-13,Good Things Fall Apart (with Jon Bellion),"ILLENIUM, Jon Bellion"
181824,FALSE,4,0.659,0.623,-2.253,0.0667,0,0.582,88.042,4,88,2019-06-21,One Thing Right,"Marshmello, Kane Brown"
301714,FALSE,7,0.786,0.808,-3.702,0.0846,2.89e-4,0.0822,105.027,4,96,2019-07-19,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna"
172606,FALSE,0,0.767,0.627,-4.096,0.537,0,0.359,94.028,4,81,2019-07-16,Jesus In LA,Alec Benjamin
207031,FALSE,4,0.757,0.737,-6.728,0.311,0,0.113,98.057,4,82,2019-08-16,Be Honest (feat. Burna Boy),"Jorja Smith, Burna Boy"
218710,FALSE,7,0.915,0.588,-6.302,0.0824,1.69e-4,0.104,123.936,4,83,2019-08-16,Won't Be Late (feat. Drake),"Swae Lee, Drake"
228267,FALSE,8,0.693,0.678,-7.159,0.0154,6.05e-6,0.101,103.952,4,90,2019-06-28,Higher Love,"Kygo, Whitney Houston"
201040,FALSE,1,0.78,0.759,-3.292,0.462,8.68e-4,0.143,91.952,4,89,2019-08-15,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna"
161963,FALSE,5,0.846,0.631,-5.547,0.203,0,0.455,115.999,4,84,2019-08-09,Small Talk,Katy Perry
212607,FALSE,11,0.732,0.463,-6.972,0.374,0,0.194,95.971,4,90,2019-06-14,It's You,Ali Gatie
260640,TRUE,1,0.698,0.454,-6.756,0.123,0,0.155,92.932,4,88,2019-06-28,No Guidance (feat. Drake),"Chris Brown, Drake"
117680,TRUE,11,0.715,0.435,-10.325,0.67,0,0.106,204.077,4,84,2019-07-15,Love Me,Lil Tecca
181613,FALSE,0,0.794,0.188,-11.957,0.601,0,0.637,93.967,4,85,2018-09-28,comethru,Jeremy Zucker
245700,FALSE,0,0.614,0.684,-5.79,0.247,0,0.0976,156.85,4,82,2019-06-13,Outnumbered,Dermot Kennedy
157067,FALSE,6,0.878,0.619,-5.56,0.0533,0,0.113,136.041,4,93,2019-06-21,Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus"
216721,FALSE,6,0.512,0.884,-5.659,0.0016,0.00215,0.0763,154.019,4,5,2017-10-27,Blood / / Water,grandson
199959,FALSE,8,0.481,0.944,-3.665,0.00926,3.28e-4,0.278,165.02,4,58,2018-10-12,The Time Is Now,Atreyu
166640,FALSE,11,0.569,0.621,-4.759,0.13,2.01e-6,0.0808,84.966,4,11,2018-06-29,Glory,The Score
191520,FALSE,0,0.426,0.888,-3.72,4.55e-4,0,0.306,144.111,4,66,2015-09-11,Throne,Bring Me The Horizon
213576,FALSE,7,0.462,0.972,-2.642,0.00285,0,0.666,128.092,4,62,2014-06-10,In Between,Beartooth
215291,FALSE,2,0.507,0.918,-4.684,0.00107,8.7e-6,0.311,92.006,4,58,2017-02-17,Help,Papa Roach
304880,FALSE,3,0.585,0.887,-5.086,3.76e-4,0.0518,0.132,118.035,4,73,2013-08-23,Hail to the King,Avenged Sevenfold
207142,FALSE,9,0.51,0.759,-4.854,0.034,0,0.077,91.123,4,9,2018-07-13,Let Me Live / Let Me Die,Des Rocs
198145,FALSE,7,0.466,0.954,-5.077,0.00103,2.94e-6,0.111,198.049,4,49,2018-08-08,All or Nothing,Sylar
211430,FALSE,8,0.458,0.99,-3.717,2.85e-4,8.93e-4,0.454,166.904,4,1,2016-05-20,Hated,Beartooth
227847,FALSE,9,0.525,0.85,-5.469,0.0571,0,0.0555,134.115,4,66,2017-05-19,Born For Greatness,Papa Roach
235853,FALSE,10,0.54,0.966,-3.884,1.22e-4,6.26e-4,0.391,94.986,4,46,2017-07-14,Let 'em Burn,Nothing More
239387,TRUE,5,0.295,0.924,-3.407,4.02e-5,0.00462,0.377,171.941,4,63,2015-09-11,Happy Song,Bring Me The Horizon
238662,FALSE,0,0.339,0.943,-4.285,0.0174,0,0.0593,184.999,3,56,2018-10-12,House Of Gold,Atreyu
228360,FALSE,4,0.385,0.866,-2.817,0.004,0,0.111,176.014,4,78,2015-01-20,Centuries,Fall Out Boy
231480,FALSE,6,0.498,0.83,-5.157,0.00461,0,0.139,89.342,4,71,2007-12-25,I Hate Everything About You,Three Days Grace
185587,FALSE,9,0.496,0.863,-4.153,0.0046,0,0.639,110.018,4,80,2003-03-24,Numb,Linkin Park
200677,FALSE,3,0.409,0.992,-2.803,4.82e-5,2.03e-6,0.1,149.859,4,1,2016-03-11,Paranoia,A Day To Remember
200547,FALSE,10,0.391,0.963,-4.378,5.86e-5,0.0689,0.14,167.065,4,67,2006-01-01,The Diary of Jane - Single Version,Breaking Benjamin
213093,FALSE,1,0.559,0.895,-4.476,0.0154,0,0.175,183.825,4,70,2016-01-15,Don't Threaten Me with a Good Time,Panic! At The Disco
256072,FALSE,7,0.315,0.826,-4.315,6.21e-4,6.69e-4,0.0703,139.163,4,61,2017-10-25,hometown,cleopatrick
188920,FALSE,3,0.528,0.942,-2.825,8.26e-5,0,0.344,110.058,4,61,2015-01-27,Falling Apart,Papa Roach
256316,FALSE,1,0.392,0.868,-6.711,0.00155,3.4e-6,0.0647,96.713,4,0,2016-11-04,Monster,STARSET
193893,TRUE,8,0.615,0.949,-3.52,0.00131,3.04e-6,0.0585,131.985,4,72,2007-01-01,Fake It,Seether
204347,FALSE,10,0.772,0.78,-4.288,0.0512,0,0.119,124.988,4,12,2017-06-23,Believer,Imagine Dragons
242280,FALSE,5,0.554,0.932,-3.424,0.00154,1.42e-4,0.425,112.49,4,70,2008-01-01,Savior,Rise Against
185697,FALSE,4,0.277,0.962,-3.408,0.00398,0,0.354,95.056,4,56,2018-04-20,Crazy,From Ashes to New
187613,FALSE,9,0.567,0.795,-4.985,0.0938,0,0.114,170.06,4,74,2005-09-27,I Write Sins Not Tragedies,Panic! At The Disco
